Season,Name,Team,Level,Age,G,AB,PA,AVG,H,HR,R,BB/K,Spd,Pull%,LD%,GB/FB,HBP,PlayerId
2015,"Noel Cuevas","COL","AA",23,112,406,444,0.263546798,107,4,47,0.197674418,6.439954079370443,0.47734139,0.163461538,1.269565217,8,"11894"
2014,"Travis Taijeron","NYM","AA",25,101,330,387,0.248484848,82,15,57,0.44859813,2.432360324458651,0.47321429,0.186363636,0.366412213,8,"11935"
2013,"Joe Panik","SFG","AA",22,137,521,599,0.259117082,135,4,64,0.852941176,4.664524568823352,0.38115632,0.155555555,1.24852071,5,"11936"
2013,"Travis Shaw","BOS","AA",23,127,444,529,0.22072072,98,16,57,0.666666666,4.430649640790319,0.42296073,0.180981595,0.804054054,5,"11982"
2014,"Jon Berti","TOR","AA",24,136,541,594,0.269870609,146,7,69,0.426829268,7.013282933630531,0.48827292,0.118040089,1.64,9,"12037"
2014,"Kennys Vargas","MIN","AA",23,97,356,405,0.280898876,100,17,50,0.632352941,1.4956800746297922,0.4467354,0.123239436,1.49,3,"12101"
2014,"Matt Skole","WSN","AA",24,132,461,544,0.240780911,111,14,58,0.614173228,2.8037858160782703,0.41246291,0.187311178,0.650306748,2,"12119"
2014,"Ben Gamel","NYY","AA",22,131,544,586,0.261029411,142,2,58,0.409090909,4.842140224397073,0.40522876,0.167770419,1.312883435,2,"12160"
2016,"Jorge Alfaro","PHI","AA",23,97,404,435,0.284653465,115,15,68,0.209523809,4.461021024521221,0.41967213,0.213559322,1.636363636,4,"12180"
2013,"Danny Muno","NYM","AA",24,127,449,561,0.249443207,112,9,86,0.948453608,4.991822900575044,0.41828255,0.15625,1.183823529,9,"12214"
