Season,Name,Team,Level,Age,G,AB,PA,AVG,H,HR,R,BB/K,Spd,Pull%,LD%,GB/FB,HBP,PlayerId
2011,"Mycal Jones","ATL","AA",24,100,373,449,0.252010723,94,7,63,0.622222222,5.313635762361144,0.53061224,0.182142857,0.846774193,7,"sa501228"
2013,"Mycal Jones","ATL","AA",26,111,345,396,0.260869565,90,4,56,0.571428571,5.725377825198076,0.42214533,0.176678445,1.505376344,5,"sa501228"
2014,"Mycal Jones","ATL","AA",27,108,380,443,0.255263157,97,3,52,0.583333333,5.912125402844362,0.42767296,0.190163934,1.129310344,8,"sa501228"
2013,"Todd Glaesmann","TBR","AA",22,132,487,529,0.240246406,117,11,53,0.236363636,4.668875672106092,0.5,0.171581769,1.34090909,10,"sa501261"
2012,"David Nick","ARI","AA",22,123,458,497,0.251091703,115,5,49,0.329411764,4.796540073615148,0.41688654,0.197831978,1.129496402,4,"sa501268"
2012,"Josh Fellhauer","CIN","AA",24,117,338,399,0.313609467,106,4,50,1,3.921326618476387,0.41958042,0.17266187,1.37113402,2,"sa501503"
2011,"Brian Cavazos-Galvez","LAD","AA",24,116,411,441,0.277372262,114,14,60,0.19047619,6.256625450586576,0.5252809,0.177842565,1.088888888,10,"sa501665"
2013,"Brian Cavazos-Galvez","LAD","AA",26,115,377,403,0.262599469,99,7,38,0.288461538,4.721008181325738,0.53658537,0.163580246,1.168,8,"sa501665"
2011,"Jordan Kreke","ATL","AA",24,111,354,382,0.217514124,77,3,33,0.236842105,3.4035795337446926,0.43816254,0.163568773,1.528089887,4,"sa501696"
2011,"Cory Harrilchak","ATL","AA",23,122,429,487,0.265734265,114,7,44,0.583333333,4.629140538462523,0.56593407,0.223163841,1.182539682,7,"sa501701"
